id,lat,lon
26056285,59.9319597,30.2525053
26056286,59.9339001,30.2562878
26056557,59.9378548,30.2880756
26056558,59.9371371,30.2855812
26056561,59.9413743,30.2891125
26056564,59.9439105,30.298031
26056565,59.9437658,30.2981883
26056566,59.9442424,30.3001177
26057018,59.8687238,30.3743216
26057024,59.8681512,30.3838991
26057028,59.8668805,30.3846885
26057029,59.866957,30.3851009
26057034,59.8633286,30.3887833
26057035,59.8704697,30.3810612
26057044,59.8666278,30.3845197
26057047,59.8633886,30.3882222
26057091,59.8837897,30.367092
26057095,59.885681,30.3717566
26057107,59.8864097,30.3735625
26057112,59.8839423,30.3669332
26057113,59.8840711,30.3672416
26057114,59.8839188,30.367409
26057337,59.8658096,30.3571721
26057357,59.8656494,30.3559673
26057367,59.8645586,30.3464417
26057368,59.8646858,30.3487135
26057422,59.8582875,30.3494308
26057432,59.8559205,30.3617435
26057434,59.855897,30.3627125
26057454,59.8527915,30.350871
26057455,59.8525401,30.3443412
26057456,59.8530294,30.3540152
26057460,59.853503,30.3587247
26057461,59.8543036,30.361673
26057464,59.8531391,30.3610992
26057466,59.8533573,30.3629534
26057467,59.8532631,30.3621534
26057479,59.8526101,30.3648156
26057496,59.8535979,30.3608277
26057497,59.8531233,30.3635138
26057501,59.8542463,30.3380295
26057516,59.8528511,30.3473441
26057605,59.854881,30.3705816
26057606,59.8551381,30.3709098
26057639,59.858787,30.3917016
26057643,59.8592056,30.3932488
26057644,59.8587307,30.3929885
26057666,59.8617165,30.38992
26057668,59.860016,30.3916747
26057669,59.8595058,30.3922114
26057675,59.8617261,30.4024073
26057676,59.8596832,30.3950305
26057686,59.8620282,30.390108
26057699,59.8593992,30.391794
26057702,59.8593464,30.3930977
26057703,59.8595877,30.3940012
26057711,59.8586281,30.392598
26057718,59.8654885,30.4145534
26057756,59.8668044,30.4107749
26057768,59.866796,30.414086
26057773,59.866287,30.4148541
26057775,59.8662043,30.4146308
26057779,59.8661848,30.4161092
26057786,59.8660675,30.4162866
26057788,59.865402,30.4159239
26057789,59.8653572,30.4156878
26057792,59.866453,30.4169925
26057793,59.8667147,30.41778
26057794,59.8669527,30.4174358
26057800,59.8663632,30.4171387
26057802,59.8666231,30.4178416
26057816,59.8664019,30.4182046
26057828,59.8668154,30.4194181
26057841,59.8673588,30.4231786
26057842,59.8678444,30.422414
26058006,59.8743452,30.4025539
26058015,59.8739018,30.4026427
26058069,59.870649,30.4083173
26058070,59.871038,30.4083164
26058076,59.8771316,30.3984038
26058077,59.877517,30.3978388
26058078,59.8775809,30.39801
26058082,59.8771828,30.3986071
26058173,59.8782666,30.3969927
26058182,59.8814298,30.3922893
26058615,59.888436,30.3888174
26058656,59.8891821,30.3804142
26058657,59.8892795,30.3806464
26058660,59.8909405,30.3845892
26058693,59.8856699,30.3921457
26058695,59.868434,30.3736116
26058710,59.8589278,30.3915505
26058715,59.8564867,30.3806704
26058765,59.8962567,30.3563241
26232317,59.8354902,30.1273084
26232372,59.8262376,30.1463661
26232438,59.8358754,30.1653081
26234932,59.8333055,30.1990814
26234960,59.8362144,30.1988049
26234972,59.8440947,30.1671758
26234989,59.839013,30.1800706
26236690,59.8452161,30.143926
26236832,59.8275145,30.1853481
26236883,59.846517,30.2134005
26237028,59.8520058,30.2217285
26237069,59.8652974,30.2768226
26237778,59.8342235,30.4404768
27024398,59.684721,30.2472331
27024470,59.7013901,30.3984631
27024553,59.7287906,30.3952082
27024575,59.7174207,30.4164178
27024685,59.7340693,30.4711411
27024687,59.7263527,30.4574818
52773196,59.9456886,30.2875689
52773700,59.9403695,30.2513871
60070836,59.9465979,30.3449545
60080405,59.7423242,30.5814766
60080504,59.7490055,30.5973462
60080506,59.7472133,30.6014762
60080507,59.7495581,30.602485
60080508,59.7486976,30.6111554
60080991,59.7971494,30.6053873
60080998,59.7895426,30.6008884
61086080,59.8160362,30.178968
61099336,59.8518284,30.2385344
61099349,59.8517767,30.2803562
62134713,59.8149502,30.3685398
69067284,59.8421577,30.4098339
69067285,59.8423035,30.4096835
69068259,59.8421809,30.4092126
69068725,59.8464657,30.4305936
80081679,59.8369355,30.3888035
81330459,59.8535084,30.4847726
88016746,59.84296,30.4849314
88016748,59.8386193,30.5004895
88016765,59.8314809,30.5239597
88016771,59.8305303,30.5324773
88017323,59.8278334,30.5463875
88018369,59.8173906,30.5712852
88028456,59.8082436,30.5887344
88028459,59.803491,30.595853
88030414,59.78231,30.6358526
88030435,59.7739946,30.6666842
88110832,59.7740309,30.6780832
88110835,59.7740602,30.6826154
95044275,59.8683613,30.4634059
95063680,59.8941953,30.4630697
95063681,59.9002825,30.488846
95063780,59.8956076,30.462624
95064291,59.8848976,30.4671183
95064296,59.9003121,30.4591481
95064442,59.8819397,30.4700086
95065487,59.8895263,30.4636192
95067030,59.9243603,30.4893803
95067032,59.927157,30.501383
95071340,59.9050759,30.454001
96821166,59.9011583,30.458773
96822713,59.9124878,30.4391517
96822718,59.9123625,30.4394378
96827498,59.9067551,30.4824782
96973676,59.919474,30.4232937
